5,[0.7030280232429504, 0.6376306414604187, 0.6376307010650635, 0.6376306414604187, 0.6376306414604187]
10,[0.6530297994613647, 0.6759582161903381, 0.6759581565856934, 0.6759582161903381, 0.6759582161903381]
15,[0.6301966905593872, 0.696864128112793, 0.6968641877174377, 0.696864128112793, 0.696864128112793]
20,[0.7229364514350891, 0.6376306414604187, 0.735361635684967, 0.6376306414604187, 0.6376306414604187]
25,[0.6569802761077881, 0.6724738478660583, 0.7970595359802246, 0.6724738478660583, 0.6724738478660583]
30,[0.5260791182518005, 0.7317073345184326, 0.88017338514328, 0.7317073345184326, 0.7317073345184326]
35,[0.4624463617801666, 0.7108014225959778, 0.9036287665367126, 0.7108014225959778, 0.7108014225959778]
40,[0.31782257556915283, 0.8780487775802612, 0.9600516557693481, 0.8780487775802612, 0.8780487775802612]
45,[0.24517466127872467, 0.9163762927055359, 0.9670021533966064, 0.9163762927055359, 0.9163762927055359]
50,[0.21829059720039368, 0.9372822046279907, 0.9698673486709595, 0.9372822046279907, 0.9372822046279907]
55,[0.17107033729553223, 0.9581881761550903, 0.9732666015625, 0.9581881761550903, 0.9581881761550903]
60,[0.13975147902965546, 0.9651567935943604, 0.9897655248641968, 0.9651567935943604, 0.9651567935943604]
65,[0.12353628873825073, 0.9686411023139954, 0.9829912185668945, 0.9686411023139954, 0.9686411023139954]
70,[0.14904916286468506, 0.9651567935943604, 0.9873131513595581, 0.9651567935943604, 0.9651567935943604]
75,[0.11052343994379044, 0.9721254110336304, 0.9905304312705994, 0.9721254110336304, 0.9721254110336304]
80,[0.29270219802856445, 0.9303135871887207, 0.9707778096199036, 0.9303135871887207, 0.9303135871887207]
85,[0.1729273945093155, 0.9616724848747253, 0.9800167679786682, 0.9616724848747253, 0.9616724848747253]
90,[0.2520494759082794, 0.9477351903915405, 0.9718948006629944, 0.9477351903915405, 0.9477351903915405]
95,[0.23401758074760437, 0.9477351903915405, 0.9711419939994812, 0.9477351903915405, 0.9477351903915405]
100,[0.16834117472171783, 0.9616724848747253, 0.9841081500053406, 0.9616724848747253, 0.9616724848747253]
105,[0.33005622029304504, 0.9372822046279907, 0.9537932872772217, 0.9372822046279907, 0.9372822046279907]
110,[0.25433555245399475, 0.9512194991111755, 0.9720768928527832, 0.9512194991111755, 0.9512194991111755]
115,[0.2654743790626526, 0.9477351903915405, 0.9635542631149292, 0.9477351903915405, 0.9477351903915405]
120,[0.17957931756973267, 0.9616724848747253, 0.9802231788635254, 0.9616724848747253, 0.9616724848747253]
125,[0.14794762432575226, 0.9756097793579102, 0.9813279509544373, 0.9756097793579102, 0.9756097793579102]
130,[0.14397813379764557, 0.9756097793579102, 0.9787663221359253, 0.9756097793579102, 0.9756097793579102]
135,[0.1088109090924263, 0.9790940880775452, 0.9855285286903381, 0.9790940880775452, 0.9790940880775452]
140,[0.29063576459884644, 0.9407665729522705, 0.9687504172325134, 0.9407665729522705, 0.9407665729522705]
145,[0.1565769612789154, 0.9721254110336304, 0.9787055850028992, 0.9721254110336304, 0.9721254110336304]
150,[0.1853196620941162, 0.9651567935943604, 0.9783048629760742, 0.9651567935943604, 0.9651567935943604]
155,[0.18269839882850647, 0.9721254110336304, 0.9718340635299683, 0.9721254110336304, 0.9721254110336304]
160,[0.17599263787269592, 0.9721254110336304, 0.9752941727638245, 0.9721254110336304, 0.9721254110336304]
165,[0.1659693717956543, 0.9651567935943604, 0.9817650318145752, 0.9651567935943604, 0.9651567935943604]
170,[0.12279558181762695, 0.9790940880775452, 0.9855650067329407, 0.9790940880775452, 0.9790940880775452]
175,[0.2494567185640335, 0.9616724848747253, 0.967572808265686, 0.9616724848747253, 0.9616724848747253]
180,[0.12241421639919281, 0.9790940880775452, 0.9824205636978149, 0.9790940880775452, 0.9790940880775452]
185,[0.1097111850976944, 0.9825783967971802, 0.9857835173606873, 0.9825783967971802, 0.9825783967971802]
190,[0.1593121439218521, 0.9721254110336304, 0.9821534752845764, 0.9721254110336304, 0.9721254110336304]
195,[0.2867377996444702, 0.9616724848747253, 0.9614053964614868, 0.9616724848747253, 0.9616724848747253]
200,[0.2669069468975067, 0.9581881761550903, 0.9606284499168396, 0.9581881761550903, 0.9581881761550903]
